,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
241,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,10,9,Online,0,0,0,139.33,0,Not_Canceled
242,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,9,3,Online,0,0,0,105.0,0,Not_Canceled
243,2,0,0,2,Not Selected,0,Room_Type 1,12,9,14,Corporate,0,0,0,100.0,1,Not_Canceled
244,2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2,8,Online,0,0,0,80.3,1,Not_Canceled
245,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,2,Offline,0,0,0,100.0,0,Not_Canceled
246,2,0,0,3,Meal Plan 1,1,Room_Type 1,78,3,24,Online,0,0,0,105.3,1,Not_Canceled
247,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,5,31,Online,0,0,0,112.8,0,Canceled
248,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,8,15,Online,0,0,0,151.0,0,Canceled
249,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,11,9,Online,0,0,0,91.0,1,Not_Canceled
250,3,0,2,1,Meal Plan 1,0,Room_Type 4,152,8,13,Online,0,0,0,146.7,1,Canceled
251,2,0,2,3,Meal Plan 1,0,Room_Type 1,43,10,2,Offline,0,0,0,58.4,0,Not_Canceled
252,2,0,0,4,Not Selected,0,Room_Type 1,177,7,26,Online,0,0,0,80.75,1,Canceled
253,2,0,1,1,Not Selected,0,Room_Type 1,47,5,21,Offline,0,0,0,76.5,0,Not_Canceled
254,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,9,7,Online,0,0,0,140.13,0,Not_Canceled
255,2,0,2,4,Not Selected,0,Room_Type 1,60,11,15,Online,0,0,0,76.0,1,Not_Canceled
256,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,16,Online,0,0,0,200.0,0,Not_Canceled
257,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Online,0,0,0,101.5,0,Canceled
258,2,0,0,3,Not Selected,0,Room_Type 1,71,10,18,Online,0,0,0,108.0,1,Not_Canceled
259,3,0,2,3,Meal Plan 2,0,Room_Type 4,111,7,23,Online,0,0,0,189.0,1,Not_Canceled
260,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,6,11,Online,0,0,0,166.0,3,Not_Canceled
261,2,0,1,1,Not Selected,0,Room_Type 1,4,1,16,Online,0,0,0,67.5,0,Not_Canceled
262,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,9,14,Online,0,0,0,78.54,1,Not_Canceled
263,1,0,2,2,Meal Plan 1,0,Room_Type 1,209,11,6,Online,0,0,0,152.1,1,Canceled
264,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,10,15,Online,0,0,0,115.0,0,Canceled
265,2,0,2,5,Not Selected,0,Room_Type 1,53,9,2,Online,0,0,0,66.53,2,Not_Canceled
266,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,8,12,Complementary,1,0,1,0.0,1,Not_Canceled
267,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,8,23,Complementary,0,0,0,0.0,1,Not_Canceled
268,2,0,0,3,Meal Plan 1,0,Room_Type 1,302,12,29,Online,0,0,0,90.3,2,Canceled
269,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,4,15,Offline,0,0,0,85.0,0,Not_Canceled
270,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,3,11,Corporate,0,0,0,75.0,0,Not_Canceled
271,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,8,28,Online,0,0,0,115.37,1,Canceled
272,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,3,25,Online,0,0,0,130.0,0,Canceled
273,3,0,0,2,Meal Plan 1,0,Room_Type 4,57,12,9,Online,0,0,0,126.0,2,Not_Canceled
274,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,6,12,Online,0,0,0,94.35,1,Not_Canceled
275,3,0,2,4,Meal Plan 1,0,Room_Type 4,109,7,6,Online,0,0,0,118.46,4,Not_Canceled
276,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,6,15,Online,0,0,0,90.6,0,Canceled
277,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,3,5,Online,0,0,0,82.9,2,Not_Canceled
278,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,8,18,Online,0,0,0,95.33,1,Not_Canceled
279,3,0,2,5,Meal Plan 1,0,Room_Type 4,40,4,21,Online,0,0,0,135.64,1,Not_Canceled
280,3,0,1,1,Meal Plan 1,0,Room_Type 4,45,6,18,Offline,0,0,0,122.4,0,Not_Canceled
281,2,0,1,3,Not Selected,0,Room_Type 1,41,5,9,Online,0,0,0,116.1,0,Canceled
282,2,0,0,4,Not Selected,0,Room_Type 1,167,6,28,Online,0,0,0,62.18,0,Canceled
283,2,0,0,4,Not Selected,0,Room_Type 1,62,3,9,Online,0,0,0,63.75,0,Canceled
284,1,0,1,4,Meal Plan 1,0,Room_Type 1,113,9,7,Online,0,0,0,118.8,0,Canceled
285,2,0,0,2,Not Selected,1,Room_Type 1,1,8,10,Online,0,0,0,167.0,0,Not_Canceled
286,2,2,2,2,Meal Plan 1,0,Room_Type 6,84,5,13,Online,0,0,0,187.85,1,Not_Canceled
287,0,2,2,2,Meal Plan 1,0,Room_Type 1,68,4,24,Online,0,0,0,108.38,1,Canceled
288,2,0,0,1,Meal Plan 1,0,Room_Type 2,9,9,7,Complementary,1,0,3,0.0,1,Not_Canceled
289,3,0,1,2,Meal Plan 1,0,Room_Type 1,245,10,28,Online,0,0,0,128.7,0,Canceled
290,2,0,1,3,Meal Plan 1,0,Room_Type 1,80,3,17,Online,0,0,0,80.33,1,Not_Canceled
291,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,8,22,Online,0,0,0,140.0,1,Canceled
292,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,8,8,Online,0,0,0,76.5,2,Not_Canceled
293,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,5,1,Online,0,0,0,105.3,1,Not_Canceled
294,2,0,2,1,Meal Plan 1,0,Room_Type 1,118,4,3,Online,0,0,0,87.3,1,Canceled
295,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Online,0,0,0,110.0,0,Canceled
296,1,0,0,1,Meal Plan 2,0,Room_Type 1,41,9,4,Offline,0,0,0,83.0,0,Not_Canceled
297,2,0,2,2,Meal Plan 1,0,Room_Type 1,174,8,13,Online,0,0,0,99.45,1,Not_Canceled
298,2,1,2,1,Meal Plan 2,0,Room_Type 1,27,12,27,Offline,0,0,0,104.5,3,Not_Canceled
299,2,0,2,6,Meal Plan 1,0,Room_Type 1,2,11,16,Online,0,0,0,92.54,2,Not_Canceled
300,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,95.0,0,Not_Canceled
301,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Online,0,0,0,130.0,0,Canceled
302,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,1,2,Offline,1,1,0,63.0,1,Not_Canceled
303,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,10,28,Online,0,0,0,109.8,0,Canceled
304,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,5,16,Online,0,0,0,103.0,0,Not_Canceled
305,3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2,20,Online,0,0,0,130.0,1,Not_Canceled
306,2,0,0,2,Meal Plan 1,0,Room_Type 1,61,3,23,Online,0,0,0,117.0,0,Canceled
307,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,12,29,Offline,0,0,0,60.5,0,Not_Canceled
308,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,9,30,Offline,0,0,0,112.2,0,Not_Canceled
309,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,8,1,Online,0,0,0,135.9,0,Canceled
310,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,7,25,Online,0,0,0,151.0,1,Canceled
311,2,2,0,2,Meal Plan 1,0,Room_Type 6,22,9,16,Online,0,0,0,239.0,2,Not_Canceled
312,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,12,26,Online,0,0,0,59.09,0,Not_Canceled
313,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,7,9,Online,0,0,0,103.09,0,Canceled
314,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2,28,Offline,0,0,0,87.0,0,Not_Canceled
315,3,0,1,0,Meal Plan 1,0,Room_Type 4,27,4,17,Online,0,0,0,137.0,0,Canceled
316,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,6,24,Offline,0,0,0,109.0,0,Not_Canceled
317,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,6,Online,0,0,0,115.0,1,Canceled
318,2,0,2,3,Meal Plan 1,0,Room_Type 4,189,7,17,Online,0,0,0,99.45,1,Not_Canceled
319,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,18,Online,0,0,0,115.0,1,Canceled
320,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2,22,Online,0,0,0,130.0,2,Not_Canceled
321,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,5,22,Corporate,1,0,3,65.0,0,Not_Canceled
322,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,6,17,Online,0,0,0,75.0,0,Canceled
323,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,7,8,Online,0,0,0,132.9,0,Canceled
324,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,10,18,Online,0,0,0,120.0,0,Not_Canceled
325,2,0,0,2,Not Selected,0,Room_Type 1,46,11,11,Online,0,0,0,79.2,1,Canceled
326,3,0,2,1,Meal Plan 1,0,Room_Type 4,84,8,28,Online,0,0,0,159.3,0,Canceled
327,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Online,0,0,0,130.0,0,Canceled
328,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,6,Offline,1,1,0,90.0,0,Not_Canceled
329,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,5,27,Online,0,0,0,140.4,1,Not_Canceled
330,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,11,Online,0,0,0,75.0,0,Not_Canceled
331,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,7,17,Online,0,0,0,109.0,0,Canceled
332,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,7,25,Online,0,0,0,94.5,0,Canceled
333,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,12,15,Corporate,1,0,1,75.0,0,Not_Canceled
334,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,10,23,Offline,0,0,0,75.0,1,Not_Canceled
335,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,10,10,Offline,0,0,0,76.67,0,Not_Canceled
336,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,10,2,Online,0,0,0,126.0,0,Not_Canceled
337,2,0,1,1,Not Selected,0,Room_Type 1,175,7,23,Online,0,0,0,85.5,1,Not_Canceled
338,2,0,0,3,Meal Plan 1,0,Room_Type 4,143,8,18,Online,0,0,0,140.7,0,Canceled
339,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,6,26,Online,0,0,0,103.7,1,Not_Canceled
340,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,8,Online,0,0,0,142.0,0,Not_Canceled
341,2,1,2,5,Meal Plan 1,0,Room_Type 1,95,12,21,Online,0,0,0,103.7,3,Not_Canceled
342,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,6,6,Offline,0,0,0,110.0,0,Not_Canceled
343,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,11,10,Offline,0,0,0,75.0,0,Not_Canceled
344,3,0,1,1,Meal Plan 1,0,Room_Type 4,69,7,25,Online,0,0,0,137.7,0,Not_Canceled
345,2,0,0,1,Not Selected,0,Room_Type 1,57,9,7,Online,0,0,0,87.3,3,Not_Canceled
346,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,8,24,Complementary,1,0,4,0.0,4,Not_Canceled
347,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,14,Offline,0,0,0,101.5,0,Not_Canceled
348,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,24,Online,0,0,0,97.0,1,Not_Canceled
349,3,0,1,1,Meal Plan 1,0,Room_Type 4,89,8,15,Online,0,0,0,150.3,1,Not_Canceled
350,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,3,29,Online,0,0,0,82.45,0,Not_Canceled
351,1,0,0,1,Meal Plan 1,1,Room_Type 4,4,7,1,Corporate,1,0,3,103.0,1,Not_Canceled
352,1,0,2,6,Meal Plan 1,0,Room_Type 1,11,7,5,Online,0,0,0,145.0,0,Canceled
353,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,7,11,Online,0,0,0,145.0,1,Not_Canceled
354,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,5,14,Online,0,0,0,134.85,1,Not_Canceled
355,2,1,1,1,Meal Plan 1,0,Room_Type 6,14,10,22,Online,0,0,0,168.25,1,Not_Canceled
356,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,28,Online,0,0,0,60.0,0,Canceled
357,2,0,1,3,Meal Plan 1,0,Room_Type 1,133,6,13,Offline,0,0,0,76.0,0,Not_Canceled
358,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,8,10,Offline,0,0,0,63.5,1,Not_Canceled
359,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,9,18,Offline,0,0,0,95.0,0,Not_Canceled
360,2,0,2,2,Meal Plan 1,0,Room_Type 4,86,9,3,Offline,0,0,0,90.95,3,Not_Canceled
361,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,10,16,Online,0,0,0,98.4,2,Not_Canceled
362,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,9,22,Online,0,0,0,135.9,1,Not_Canceled
363,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,11,16,Online,0,0,0,130.0,1,Not_Canceled
364,2,0,0,1,Meal Plan 1,0,Room_Type 4,66,11,19,Online,0,0,0,81.9,2,Not_Canceled
365,3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2,22,Online,0,0,0,78.85,1,Not_Canceled
366,2,0,2,3,Meal Plan 2,0,Room_Type 1,87,6,26,Online,0,0,0,141.3,0,Canceled
367,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,4,9,Offline,0,0,0,70.0,1,Not_Canceled
368,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,8,13,Online,0,0,0,170.1,2,Not_Canceled
369,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,23,Online,0,0,0,115.0,1,Canceled
370,2,2,0,5,Meal Plan 1,0,Room_Type 6,22,12,29,Online,0,0,0,199.0,0,Not_Canceled
371,2,0,2,2,Meal Plan 1,0,Room_Type 4,102,7,10,Offline,0,0,0,82.45,0,Not_Canceled
372,4,0,0,3,Meal Plan 1,0,Room_Type 7,86,10,20,Online,0,0,0,192.86,1,Not_Canceled
373,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,25,Offline,0,0,0,185.0,0,Not_Canceled
374,2,0,2,6,Meal Plan 1,0,Room_Type 1,36,12,10,Online,0,0,0,68.07,1,Not_Canceled
375,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,10,4,Online,0,0,0,118.8,1,Not_Canceled
376,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,10,27,Online,0,0,0,104.4,0,Canceled
377,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,3,23,Corporate,1,0,12,65.0,0,Not_Canceled
378,2,0,1,3,Not Selected,0,Room_Type 1,35,3,3,Online,0,0,0,71.1,0,Canceled
379,2,0,2,1,Meal Plan 1,0,Room_Type 1,17,5,21,Offline,0,0,0,95.0,0,Not_Canceled
380,2,0,4,11,Meal Plan 1,0,Room_Type 4,237,9,13,Online,0,0,0,116.62,1,Canceled
381,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,9,7,Online,0,0,0,136.0,2,Not_Canceled
382,2,2,2,2,Meal Plan 1,0,Room_Type 6,32,12,2,Online,0,0,0,147.9,0,Canceled
383,2,0,2,0,Not Selected,0,Room_Type 1,5,9,18,Offline,0,0,0,123.7,0,Not_Canceled
384,2,0,2,1,Meal Plan 1,0,Room_Type 1,91,6,19,Online,0,0,0,135.9,0,Canceled
385,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Offline,0,0,0,109.0,0,Not_Canceled
386,3,0,2,1,Meal Plan 1,0,Room_Type 4,9,3,20,Online,0,0,0,186.0,1,Not_Canceled
387,3,0,1,3,Meal Plan 1,0,Room_Type 4,155,12,26,Online,0,0,0,115.6,1,Canceled
388,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,5,14,Online,0,0,0,221.0,0,Canceled
389,1,0,0,3,Meal Plan 1,0,Room_Type 1,11,9,15,Corporate,0,0,0,65.0,0,Not_Canceled
390,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,19,Corporate,0,0,0,80.0,0,Not_Canceled
391,2,1,1,4,Meal Plan 1,0,Room_Type 1,86,3,23,Offline,0,0,0,73.83,0,Not_Canceled
392,1,0,0,1,Meal Plan 1,1,Room_Type 1,18,10,18,Corporate,1,3,19,67.0,0,Not_Canceled
393,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,3,4,Online,0,0,0,80.3,1,Not_Canceled
394,2,0,2,1,Not Selected,0,Room_Type 1,54,4,30,Offline,0,0,0,85.0,0,Not_Canceled
395,2,1,2,3,Meal Plan 1,0,Room_Type 1,25,7,23,Online,0,0,0,152.1,1,Canceled
396,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,9,9,Online,0,0,0,89.25,1,Not_Canceled
397,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,9,28,Offline,0,0,0,110.0,0,Not_Canceled
398,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,5,13,Online,0,0,0,95.0,0,Canceled
399,2,0,0,1,Not Selected,0,Room_Type 1,29,3,18,Online,0,0,0,79.0,0,Not_Canceled
400,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,8,12,Online,0,0,0,80.0,0,Canceled
401,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,10,1,Online,0,0,0,102.85,2,Canceled
402,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,9,9,Online,0,0,0,90.0,0,Canceled
403,2,0,1,2,Meal Plan 1,0,Room_Type 2,81,1,29,Online,0,0,0,62.37,2,Not_Canceled
404,2,0,0,1,Not Selected,0,Room_Type 1,23,4,8,Online,0,0,0,98.0,0,Not_Canceled
405,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,9,17,Online,0,0,0,117.67,1,Canceled
406,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,6,18,Online,0,0,0,141.0,1,Not_Canceled
407,2,1,1,3,Meal Plan 1,0,Room_Type 6,124,12,26,Online,0,0,0,156.61,2,Canceled
408,3,0,0,3,Meal Plan 1,0,Room_Type 4,85,8,3,Online,0,0,0,152.1,0,Canceled
409,2,0,0,1,Meal Plan 1,0,Room_Type 1,167,8,6,Online,0,0,0,105.3,0,Canceled
410,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,5,30,Online,0,0,0,119.85,1,Not_Canceled
411,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,11,4,Online,0,0,0,97.2,2,Not_Canceled
412,1,0,0,1,Not Selected,0,Room_Type 1,37,5,13,Online,0,0,0,116.1,0,Not_Canceled
413,3,0,2,2,Meal Plan 1,0,Room_Type 4,76,5,29,Online,0,0,0,150.45,0,Canceled
414,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,1,20,Offline,0,0,0,71.0,0,Not_Canceled
415,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,6,27,Complementary,0,0,0,0.0,0,Not_Canceled
416,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,12,7,Offline,0,0,0,60.0,0,Not_Canceled
417,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,4,5,Corporate,1,0,1,89.0,1,Not_Canceled
418,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,23,Online,0,0,0,115.0,1,Canceled
419,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,5,2,Offline,0,0,0,100.0,1,Not_Canceled
420,2,0,1,3,Not Selected,0,Room_Type 1,122,11,14,Online,0,0,0,75.9,2,Canceled
421,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,10,2,Offline,0,0,0,65.0,0,Not_Canceled
422,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,5,29,Online,0,0,0,104.55,2,Not_Canceled
423,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,10,14,Online,0,0,0,115.0,0,Canceled
424,3,0,1,1,Meal Plan 1,0,Room_Type 4,25,7,2,Online,0,0,0,187.0,0,Canceled
425,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,8,4,Online,0,0,0,115.0,0,Not_Canceled
426,2,0,0,4,Not Selected,0,Room_Type 1,236,9,27,Online,0,0,0,84.43,1,Canceled
427,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,4,8,Online,0,0,0,90.95,0,Canceled
428,2,0,1,3,Meal Plan 2,1,Room_Type 4,12,3,24,Online,0,0,0,208.0,1,Not_Canceled
429,2,0,2,4,Meal Plan 1,0,Room_Type 1,224,9,3,Online,0,0,0,97.18,1,Canceled
430,1,0,0,4,Meal Plan 2,0,Room_Type 1,33,10,21,Offline,0,0,0,79.11,0,Not_Canceled
431,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,5,13,Complementary,0,0,0,0.0,0,Not_Canceled
432,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,9,8,Online,0,0,0,120.0,1,Not_Canceled
433,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,10,20,Online,0,0,0,126.0,1,Not_Canceled
434,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2,16,Online,0,0,0,91.0,1,Canceled
435,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,9,6,Online,0,0,0,137.0,0,Canceled
436,2,0,0,4,Meal Plan 1,0,Room_Type 1,54,3,16,Offline,0,0,0,67.32,0,Not_Canceled
437,2,0,0,1,Meal Plan 1,0,Room_Type 1,45,10,23,Online,0,0,0,81.62,0,Not_Canceled
438,3,0,1,3,Meal Plan 2,0,Room_Type 4,63,10,24,Online,0,0,0,123.66,2,Not_Canceled
439,2,0,2,1,Not Selected,0,Room_Type 1,166,8,6,Online,0,0,0,94.5,1,Not_Canceled
440,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,8,22,Online,0,0,0,96.3,0,Canceled
441,2,0,2,1,Meal Plan 1,0,Room_Type 1,136,8,13,Online,0,0,0,88.01,1,Not_Canceled
442,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,3,10,Online,0,0,0,81.9,2,Not_Canceled
443,2,0,0,4,Meal Plan 1,0,Room_Type 1,66,5,11,Online,0,0,0,119.85,1,Not_Canceled
444,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,10,23,Offline,0,0,0,83.5,0,Not_Canceled
445,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,4,1,Corporate,1,0,3,67.0,1,Not_Canceled
446,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,6,19,Online,0,0,0,156.0,1,Not_Canceled
447,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,10,13,Offline,0,0,0,85.0,0,Not_Canceled
448,2,0,3,5,Meal Plan 1,0,Room_Type 4,5,4,4,Online,0,0,0,126.75,0,Canceled
449,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,6,Online,0,0,0,115.0,1,Canceled
450,2,0,2,1,Not Selected,0,Room_Type 1,24,10,16,Online,0,0,0,107.1,1,Canceled
451,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,10,14,Offline,0,0,0,120.0,0,Not_Canceled
452,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,11,19,Online,0,0,0,93.6,2,Not_Canceled
453,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,8,Offline,0,0,0,120.0,0,Not_Canceled
454,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,6,8,Offline,0,0,0,90.0,1,Not_Canceled
455,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,9,6,Online,0,0,0,137.0,1,Canceled
456,2,1,1,3,Meal Plan 1,0,Room_Type 1,92,10,31,Online,0,0,0,106.43,1,Canceled
457,1,0,0,3,Not Selected,0,Room_Type 1,2,5,31,Online,0,0,0,87.78,0,Not_Canceled
458,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,18,Offline,0,0,0,101.5,0,Not_Canceled
459,2,0,0,1,Not Selected,0,Room_Type 1,82,6,23,Online,0,0,0,85.5,0,Canceled
460,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,95.0,0,Not_Canceled
461,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,7,1,Online,0,0,0,103.7,2,Not_Canceled
462,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,8,26,Corporate,0,0,0,65.0,0,Not_Canceled
463,2,0,2,6,Meal Plan 1,0,Room_Type 1,166,8,18,Online,0,0,0,100.12,0,Canceled
464,2,0,1,3,Meal Plan 2,1,Room_Type 1,28,4,11,Online,0,0,0,156.25,2,Not_Canceled
465,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,5,13,Online,0,0,0,101.0,0,Canceled
466,2,0,1,3,Meal Plan 2,1,Room_Type 1,54,7,4,Online,0,0,0,161.1,0,Not_Canceled
467,2,0,1,3,Not Selected,1,Room_Type 1,49,12,8,Online,0,0,0,83.8,2,Not_Canceled
468,2,1,0,1,Meal Plan 1,1,Room_Type 1,1,6,18,Online,0,0,0,168.0,2,Not_Canceled
469,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,12,27,Offline,0,0,0,58.0,0,Not_Canceled
470,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,8,8,Offline,0,0,0,94.5,0,Not_Canceled
471,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,12,9,Online,0,0,0,96.3,1,Not_Canceled
472,2,0,0,1,Meal Plan 1,0,Room_Type 1,157,8,14,Online,0,0,0,76.5,1,Not_Canceled
473,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,4,8,Offline,0,0,0,78.0,0,Not_Canceled
474,2,0,1,1,Not Selected,0,Room_Type 1,38,9,26,Online,0,0,0,112.59,0,Canceled
475,2,2,2,1,Meal Plan 1,0,Room_Type 7,30,6,12,Online,0,0,0,187.04,0,Canceled
476,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,10,11,Online,0,0,0,169.0,2,Not_Canceled
477,2,0,3,7,Not Selected,0,Room_Type 1,217,12,5,Online,0,0,0,46.63,1,Not_Canceled
478,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,8,25,Offline,0,0,0,100.0,0,Not_Canceled
479,2,0,0,3,Not Selected,0,Room_Type 1,179,10,19,Online,0,0,0,85.5,2,Not_Canceled
480,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Online,0,0,0,130.0,0,Canceled
481,3,0,2,2,Meal Plan 1,0,Room_Type 4,94,7,8,Online,0,0,0,146.7,1,Not_Canceled
482,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,20,Offline,0,0,0,73.0,0,Not_Canceled
483,3,0,2,2,Meal Plan 1,0,Room_Type 6,2,4,1,Online,0,0,0,143.22,2,Not_Canceled
