,time,time_type,square,rooms,floor,max_floor,price
2176,14,ped,60.0,3-комнатная,24,24,75000
2177,14,ped,71.0,3-комнатная,18,26,100000
2178,19,ped,58.6,3-комнатная,8,9,65000
2179,8,ped,72.0,3-комнатные,5,5,300000
2180,13,ped,90.0,3-комнатная,2,7,180000
2181,11,ped,133.0,3-комнатная,6,7,300000
2182,8,ped,112.0,3-комнатная,11,12,150000
2183,8,ped,63.0,3-комнатная,24,26,200000
2184,2,ped,120.0,3-комнатная,12,24,120000
2185,2,ped,105.0,3-комнатная,3,17,120000
2186,10,ped,97.8,3-комнатная,19,23,122000
2187,3,ped,260.0,3-комнатная,5,7,600000
2188,10,ped,66.0,3-комнатная,12,12,50000
2189,11,ped,75.0,3-комнатная,4,6,150000
2190,10,ped,91.0,3-комнатная,3,17,125000
2191,5,ped,85.0,3-комнатная,7,23,140000
2192,5,ped,240.0,3-комнатная,5,6,600000
2193,19,ped,85.0,3-комнатная,5,7,160000
2194,4,ped,92.0,3-комнатные,3,7,390000
2195,8,ped,90.0,3-комнатная,4,10,250000
2196,15,ped,120.0,3-комнатная,8,14,250000
2197,13,ped,59.0,3-комнатная,5,9,35000
2198,17,ped,100.9,3-комнатная,7,12,50000
2199,35,bus,97.0,3-комнатная,15,16,47000
2200,11,bus,73.0,3-комнатная,8,14,50000
2201,11,ped,52.0,3-комнатная,5,9,45000
2202,32,bus,56.0,3-комнатная,3,9,35000
2203,7,ped,60.0,3-комнатная,1,9,65000
2204,20,bus,90.0,3-комнатная,11,22,38000
2205,9,ped,56.0,3-комнатная,4,9,50000
2206,15,ped,55.0,3-комнатная,14,16,40000
2207,8,ped,64.1,3-комнатная,9,14,53000
2208,9,ped,110.0,3-комнатная,6,14,140000
2209,13,bus,60.0,3-комнатная,8,17,55000
2210,8,ped,56.0,3-комнатная,9,9,45000
2211,8,ped,143.0,3-комнатные,3,3,250000
2212,1,ped,160.0,3-комнатная,5,6,200000
2213,4,ped,77.7,3-комнатная,3,16,50634
2214,12,bus,80.0,3-комнатная,7,17,50000
2215,2,ped,80.0,3-комнатная,3,6,100000
2216,16,ped,60.0,3-комнатная,12,14,60000
2217,9,ped,55.0,3-комнатная,6,16,54000
2218,19,bus,84.0,3-комнатная,5,24,45000
2219,15,bus,58.0,3-комнатная,7,9,55000
2220,10,ped,72.5,3-комнатная,1,4,50000
2221,10,ped,79.4,3-комнатная,8,33,65000
2222,5,ped,73.0,3-комнатная,3,17,65000
2223,10,ped,58.0,3-комнатная,5,9,60000
2224,18,ped,60.0,3-комнатная,6,9,55000
2225,6,ped,82.0,3-комнатная,16,16,75000
2226,10,ped,69.0,3-комнатная,7,12,50000
2227,1,ped,80.0,3-комнатная,3,8,94000
2228,13,ped,76.0,3-комнатная,2,22,65000
2229,8,ped,73.3,3-комнатная,16,16,70000
2230,8,ped,100.0,3-комнатная,5,5,130000
2231,16,ped,76.0,3-комнатная,3,17,60000
2232,12,ped,64.0,3-комнатная,4,14,65000
2233,11,ped,125.0,3-комнатная,9,12,270000
2234,17,ped,78.0,3-комнатная,14,24,70000
2235,14,ped,63.0,3-комнатная,3,12,70000
2236,1,ped,100.0,3-комнатная,26,30,110000
2237,18,bus,81.0,3-комнатная,14,17,54000
2238,6,ped,124.0,3-комнатная,4,17,271154
2239,6,ped,75.0,3-комнатная,11,17,65000
2240,13,ped,133.0,3-комнатная,20,23,240000
2241,12,ped,56.0,3-комнатная,3,5,49000
2242,11,ped,57.0,3-комнатная,1,9,55000
2243,7,ped,72.0,3-комнатная,12,12,75000
2244,9,bus,60.0,3-комнатная,4,9,43000
2245,14,ped,62.0,3-комнатная,4,25,65000
2246,7,ped,78.0,3-комнатная,11,15,80000
2247,13,bus,75.0,3-комнатная,19,22,75000
2248,10,bus,65.0,3-комнатная,2,22,70000
2249,11,bus,60.0,3-комнатная,1,9,60000
2250,13,bus,60.0,3-комнатная,3,12,70000
2251,12,bus,80.0,3-комнатная,19,22,65000
2252,11,ped,102.0,3-комнатная,6,10,120000
2253,20,ped,66.0,3-комнатная,3,5,70000
2254,11,bus,50.0,3-комнатная,1,5,55000
2255,20,bus,58.0,3-комнатная,13,25,45000
2256,18,ped,77.0,3-комнатная,14,16,75000
2257,13,ped,76.0,3-комнатная,9,14,90000
2258,6,ped,55.0,3-комнатная,4,9,58000
2259,11,ped,70.0,3-комнатная,7,22,65000
2260,9,ped,69.0,3-комнатная,1,22,70000
2261,4,ped,180.0,4-комнатная,10,12,390000
2262,17,ped,65.0,4-комнатная,1,9,63000
2263,9,ped,180.0,4-комнатная,2,5,280000
2264,10,ped,280.0,7-комнатные,4,8,577500
2265,7,ped,173.0,5-комнатная,5,6,170000
2266,6,ped,97.0,4-комнатная,4,9,99500
2267,8,ped,100.0,5-комнатная,3,4,209000
2268,15,bus,268.0,5-комнатная,24,24,225500
2269,12,ped,160.0,4-комнатная,9,17,151500
2270,16,ped,146.0,4-комнатная,18,20,137000
2271,1,ped,130.0,4-комнатная,14,29,136500
2272,6,ped,111.0,4-комнатная,8,9,141000
2273,16,ped,160.0,4-комнатная,13,14,173500
2274,6,ped,131.0,4-комнатная,9,15,151500
2275,9,ped,200.0,4-комнатная,4,22,319000
2276,16,ped,132.0,4-комнатные,1,8,130000
2277,4,ped,230.0,6-комнатная,4,5,452953
2278,17,ped,100.0,4-комнатная,13,24,200000
2279,12,ped,151.0,4-комнатная,9,30,185000
2280,4,ped,150.0,5-комнатная,5,6,193500
2281,15,ped,220.0,4-комнатная,25,36,270000
2282,9,ped,160.0,4-комнатная,3,4,230000
2283,13,ped,102.0,4-комнатная,8,14,162500
2284,8,ped,160.0,4-комнатная,3,6,300000
2285,6,ped,190.0,4-комнатная,5,6,250000
2286,6,ped,124.0,4-комнатная,3,5,300000
2287,5,ped,154.0,4-комнатная,5,12,165000
2288,5,ped,130.0,4-комнатная,3,9,357000
2289,7,ped,92.0,4-комнатные,7,8,136500
2290,1,ped,96.0,4-комнатная,2,24,130500
2291,9,ped,172.0,4-комнатная,4,6,380000
2292,9,ped,170.0,4-комнатная,3,6,550000
2293,9,ped,280.0,5-комнатная,5,5,295000
2294,9,ped,205.0,6-комнатная,2,5,360000
2295,6,ped,190.0,4-комнатная,9,9,290000
2296,9,ped,190.0,4-комнатная,5,6,270000
2297,7,ped,119.7,5-комнатная,2,8,88089
2298,3,ped,110.0,4-комнатная,2,8,150000
2299,9,ped,290.0,4-комнатная,5,6,700000
2300,19,ped,167.6,6-комнатная,7,22,167600
2301,11,ped,101.0,4-комнатная,12,13,210000
2302,10,ped,162.0,4-комнатная,18,23,270000
2303,8,ped,225.0,4-комнатная,8,43,200000
2304,4,ped,90.0,4-комнатная,7,12,100000
2305,8,ped,117.0,4-комнатная,3,6,335000
2306,7,ped,240.0,6-комнатная,7,9,590000
2307,1,ped,101.0,4-комнатная,2,6,100000
2308,17,ped,215.0,4-комнатная,5,18,220000
2309,10,ped,160.0,4-комнатная,3,6,380000
2310,14,ped,170.0,4-комнатная,10,10,420000
2311,4,ped,106.0,4-комнатная,5,6,180000
2312,14,ped,301.0,6-комнатная,23,23,903846
2313,14,ped,108.6,4-комнатная,8,17,66934
2314,5,ped,135.0,4-комнатная,3,6,210000
2315,8,ped,115.0,4-комнатная,6,18,157500
2316,7,ped,200.0,5-комнатная,2,6,380000
2317,7,ped,90.0,4-комнатная,2,7,200000
2318,5,ped,163.0,5-комнатная,3,4,180000
2319,9,ped,233.0,5-комнатная,7,8,400000
2320,5,ped,210.0,5-комнатная,2,6,450000
2321,1,ped,165.0,4-комнатная,3,8,200000
2322,14,ped,117.8,4-комнатная,6,9,95457
2323,25,ped,206.0,4-комнатная,2,6,280000
2324,8,ped,154.8,6-комнатная,10,16,96040
2325,7,ped,198.0,4-комнатная,5,5,400000
2326,9,ped,150.0,4-комнатная,6,7,280000
2327,6,ped,360.0,6-комнатная,2,5,450000
2328,15,ped,178.0,4-комнатная,7,21,470000
2329,9,ped,178.0,5-комнатная,19,57,229000
2330,5,ped,121.0,4-комнатные,5,13,350000
2331,16,ped,138.0,4-комнатная,14,22,400000
2332,13,bus,102.0,4-комнатная,23,25,87000
2333,4,ped,195.0,5-комнатная,3,4,320000
2334,15,bus,175.0,4-комнатная,29,45,325000
2335,11,ped,215.0,5-комнатная,2,5,450000
2336,14,ped,108.3,4-комнатная,9,17,59240
2337,9,ped,101.0,4-комнатные,16,19,239000
2338,7,ped,200.0,4-комнатная,7,15,230000
2339,6,ped,225.0,4-комнатная,5,5,500000
2340,12,ped,211.0,4-комнатная,14,15,230000
2341,19,ped,330.0,5-комнатная,3,3,350000
2342,4,ped,250.0,6-комнатная,4,5,450000
2343,9,ped,323.0,5-комнатная,6,12,550000
2344,19,ped,116.2,4-комнатная,10,22,135566
2345,10,ped,148.0,4-комнатная,2,10,200000
2346,10,ped,162.0,4-комнатная,18,23,270000
2347,7,ped,212.0,4-комнатная,6,17,350000
2348,8,ped,225.0,4-комнатная,11,34,180000
2349,6,ped,135.0,4-комнатная,12,19,220000
2350,7,ped,150.0,4-комнатная,3,10,258000
2351,5,ped,142.0,4-комнатная,8,14,265000
2352,13,ped,170.0,4-комнатная,6,15,400000
2353,6,ped,159.6,5-комнатная,12,16,154240
2354,7,ped,120.0,4-комнатная,4,5,230000
2355,8,ped,245.0,6-комнатная,11,12,500000
2356,15,ped,190.0,5-комнатная,5,42,300000
2357,10,ped,192.0,5-комнатная,7,7,325000
2358,7,ped,157.0,4-комнатная,3,14,250000
2359,7,ped,179.0,4-комнатная,11,30,215000
2360,9,ped,165.0,5-комнатная,5,6,200000
2361,4,ped,210.0,5-комнатная,3,6,300000
2362,8,ped,330.0,5-комнатная,3,7,350000
2363,12,ped,160.0,4-комнатная,12,16,225000
2364,5,ped,142.0,4-комнатная,3,4,220000
2365,14,ped,84.1,4-комнатная,2,12,86076
2366,11,ped,176.0,4-комнатная,3,6,500000
2367,4,ped,325.0,6-комнатная,4,5,550000
2368,10,ped,150.0,4-комнатная,3,4,400000
2369,19,ped,114.7,4-комнатная,16,22,143375
2370,10,ped,347.0,7-комнатная,2,6,1500
2371,12,ped,115.0,4-комнатная,2,21,200000
2372,10,bus,300.0,5-комнатная,7,7,1000
2373,5,ped,133.0,4-комнатная,2,4,260000
2374,16,ped,110.0,4-комнатная,3,16,85000
2375,7,ped,145.0,4-комнатная,7,7,210000
2376,4,ped,172.0,5-комнатная,3,5,250000
2377,3,ped,125.0,4-комнатная,6,7,250000
2378,4,ped,200.0,5-комнатная,3,4,300000
2379,9,ped,180.0,4-комнатная,34,40,500000
2380,12,ped,151.0,4-комнатная,3,6,350000
2381,19,ped,170.0,4-комнатная,18,22,200000
2382,11,ped,154.0,4-комнатная,3,20,200000
2383,7,ped,335.0,6-комнатная,4,5,700000
2384,9,ped,295.0,6-комнатная,29,30,550000
2385,7,ped,176.0,4-комнатные,12,15,600000
2386,8,ped,192.0,5-комнатная,5,5,290000
2387,10,ped,120.0,4-комнатная,6,28,320000
2388,22,ped,110.0,4-комнатная,11,19,220000
2389,5,ped,185.0,4-комнатная,3,3,250000
2390,10,bus,188.6,4-комнатная,9,14,114071
2391,3,ped,318.0,5-комнатная,4,4,677885
2392,11,ped,215.0,4-комнатная,3,7,900000
2393,10,ped,150.0,5-комнатная,3,3,350000
2394,8,ped,203.0,4-комнатная,3,6,400000
2395,20,bus,250.0,5-комнатная,4,6,350000
2396,13,ped,267.0,5-комнатная,13,30,470000
2397,9,ped,120.0,4-комнатная,7,8,190000
2398,9,ped,180.0,4-комнатная,2,5,280000
2399,9,ped,177.1,4-комнатная,32,37,450000
2400,8,ped,150.0,4-комнатная,5,7,350000
2401,3,ped,186.0,4-комнатная,3,9,300000
2402,12,ped,150.0,4-комнатная,9,18,220000
2403,9,ped,277.0,6-комнатная,6,7,450000
2404,3,ped,186.0,4-комнатная,3,9,300000
2405,6,ped,181.0,6-комнатная,2,6,250000
2406,9,ped,115.0,4-комнатная,4,4,210000
2407,2,ped,340.0,4-комнатная,17,17,350000
2408,14,ped,507.0,5-комнатные,11,13,2500
2409,4,ped,170.0,4-комнатная,3,6,320000
2410,7,ped,117.7,5-комнатная,2,8,86617
2411,6,ped,108.7,4-комнатная,5,16,95058
2412,10,ped,170.0,5-комнатная,4,5,200000
2413,10,ped,700.0,6-комнатная,4,6,2300
2414,14,ped,110.2,4-комнатная,10,17,67920
2415,3,ped,182.0,5-комнатная,3,6,250000
2416,4,ped,134.0,4-комнатная,13,33,160000
2417,11,ped,300.0,5-комнатная,4,35,280000
2418,8,ped,192.0,5-комнатная,5,5,290000
2419,14,ped,136.1,5-комнатная,5,9,134104
2420,7,ped,340.0,6-комнатная,4,5,500000
2421,8,ped,160.0,4-комнатная,3,6,250000
2422,13,ped,402.0,5-комнатная,6,18,450000
2423,6,ped,155.0,4-комнатные,8,15,350000
2424,6,ped,146.0,4-комнатная,3,6,260000
2425,8,ped,180.0,5-комнатная,11,11,280000
2426,6,ped,270.0,5-комнатная,5,5,320000
2427,4,ped,210.0,5-комнатная,3,6,280000
2428,8,ped,150.0,4-комнатная,4,7,250000
2429,5,ped,168.0,4-комнатная,4,16,320000
2430,8,ped,145.0,4-комнатная,3,6,350000
2431,9,ped,210.0,5-комнатная,31,57,349000
2432,10,ped,250.0,5-комнатная,5,10,400000
2433,5,ped,163.0,5-комнатная,3,4,180000
2434,4,ped,210.0,5-комнатная,3,6,300000
2435,14,ped,112.9,4-комнатная,8,17,61756
2436,10,ped,250.0,5-комнатная,3,5,1100
2437,8,ped,145.0,4-комнатная,10,12,190000
2438,7,ped,220.0,5-комнатная,6,8,500000
2439,7,ped,180.0,5-комнатная,3,5,250000
2440,1,ped,150.0,4-комнатная,5,8,350000
2441,11,ped,102.5,4-комнатная,8,9,70614
2442,4,ped,180.0,4-комнатная,8,9,270000
2443,9,ped,103.0,4-комнатная,4,9,165000
2444,6,ped,107.9,4-комнатная,4,16,94358
2445,5,ped,206.0,4-комнатная,4,6,500000
2446,3,ped,300.0,6-комнатная,17,18,230000
2447,7,ped,180.0,4-комнатная,3,3,350000
2448,6,ped,120.0,4-комнатная,4,7,300000
2449,5,ped,157.0,4-комнатная,4,8,300000
2450,19,ped,114.4,4-комнатная,12,22,135850
2451,4,ped,195.0,5-комнатная,3,4,320000
2452,6,ped,187.0,4-комнатная,3,7,280000
2453,5,ped,135.0,4-комнатная,2,8,370000
2454,3,ped,166.0,4-комнатная,4,5,400000
2455,14,ped,150.0,4-комнатная,5,35,170000
2456,9,ped,177.3,4-комнатная,34,37,500000
2457,4,ped,148.0,4-комнатная,4,10,350000
2458,14,ped,560.0,6-комнатная,4,32,600000
2459,11,ped,102.5,4-комнатная,8,9,70614
2460,10,ped,112.0,4-комнатная,7,7,240000
2461,3,ped,185.0,4-комнатная,5,11,400000
2462,16,ped,150.0,5-комнатная,6,19,180000
2463,7,ped,125.0,4-комнатная,2,5,150000
2464,13,bus,170.0,4-комнатная,29,50,600000
2465,9,ped,290.0,4-комнатная,5,6,700000
2466,19,ped,115.0,4-комнатная,12,22,118354
2467,9,ped,107.0,4-комнатная,9,17,170000
2468,9,ped,180.0,4-комнатная,34,57,499000
2469,20,ped,330.0,7-комнатная,3,3,350000
2470,8,ped,380.0,6-комнатная,4,6,500000
2471,9,ped,180.0,4-комнатная,6,6,350000
2472,2,ped,173.0,4-комнатная,5,11,450000
2473,19,ped,117.0,4-комнатная,12,22,136500
2474,6,ped,175.0,4-комнатная,15,30,250000
2475,6,ped,414.0,6-комнатная,8,9,1500
2476,16,ped,108.0,4-комнатная,4,18,180000
2477,10,ped,170.0,4-комнатная,4,16,450000
2478,8,ped,300.0,6-комнатная,7,8,490000
2479,6,ped,206.0,6-комнатная,4,6,330000
2480,13,ped,240.0,5-комнатная,23,29,300000
2481,8,ped,162.0,4-комнатная,20,23,270000
2482,2,ped,187.0,4-комнатные,36,75,650000
2483,10,ped,112.0,4-комнатная,7,7,240000
2484,14,ped,123.7,5-комнатная,7,12,100238
2485,7,ped,180.0,4-комнатные,3,4,350000
2486,8,ped,160.0,4-комнатная,4,6,250000
2487,7,ped,106.0,4-комнатная,8,8,120000
2488,6,ped,178.0,5-комнатная,5,6,270000
2489,6,ped,250.0,4-комнатная,7,8,380000
2490,6,ped,230.0,4-комнатная,12,13,260000
2491,13,ped,140.0,4-комнатная,9,10,400000
2492,6,ped,227.0,6-комнатная,5,6,370000
2493,4,ped,150.0,4-комнатная,4,10,450000
2494,7,ped,184.0,4-комнатная,4,5,950000
2495,4,ped,138.0,4-комнатная,2,4,220000
2496,10,ped,280.0,6-комнатные,4,8,550000
2497,5,ped,125.0,4-комнатная,8,13,200000
2498,8,ped,300.0,8-комнатная,6,9,850000
2499,7,ped,200.0,4-комнатная,5,5,400000
2500,8,ped,240.7,4-комнатная,5,6,350000
2501,9,ped,120.0,4-комнатная,7,13,220000
2502,8,ped,250.0,4-комнатная,8,12,1500
2503,9,ped,177.1,4-комнатная,32,37,450000
2504,3,ped,160.0,4-комнатная,9,10,480000
2505,6,ped,100.0,4-комнатная,3,7,185000
2506,5,ped,120.0,4-комнатные,6,16,350000
2507,9,ped,480.0,6-комнатная,28,29,750000
2508,14,ped,301.0,6-комнатная,23,23,903846
2509,7,ped,117.7,5-комнатная,2,8,86617
2510,14,ped,170.0,4-комнатная,10,10,420000
2511,8,ped,320.0,5-комнатная,4,5,400000
2512,5,ped,154.0,4-комнатная,5,12,165000
2513,2,ped,347.0,6-комнатная,17,18,450000
2514,5,ped,170.0,4-комнатная,3,5,250000
2515,4,ped,160.0,4-комнатная,2,5,200000
2516,10,ped,170.0,4-комнатная,4,16,450000
2517,5,ped,204.0,5-комнатная,2,14,500000
2518,19,ped,115.3,4-комнатная,16,22,144125
2519,10,ped,150.0,4-комнатная,4,6,450000
2520,9,ped,170.0,4-комнатная,7,8,350000
2521,5,ped,200.0,4-комнатная,3,8,390000
2522,13,bus,192.0,4-комнатная,8,53,400000
2523,5,ped,120.0,4-комнатные,5,16,350000
2524,12,ped,160.0,4-комнатная,3,7,350000
2525,16,ped,180.0,4-комнатная,13,30,280000
2526,6,ped,312.0,6-комнатная,4,5,460000
2527,4,ped,132.0,4-комнатная,6,10,450000
2528,8,ped,260.0,5-комнатная,29,42,295000
2529,9,ped,213.0,4-комнатная,25,47,400000
2530,13,ped,223.0,4-комнатная,22,30,320000
2531,10,bus,186.6,5-комнатная,7,14,112862
2532,9,ped,180.0,4-комнатная,32,38,450000
2533,12,ped,116.1,4-комнатная,11,11,94079
2534,4,ped,180.0,4-комнатная,8,9,270000
2535,5,ped,225.0,4-комнатная,6,7,580000
2536,5,ped,192.0,5-комнатная,5,5,1006
2537,13,ped,220.0,5-комнатная,22,30,320000
2538,6,ped,125.0,4-комнатная,2,6,240000
2539,3,ped,190.0,4-комнатная,5,10,400000
2540,11,ped,293.0,5-комнатная,1,3,2800
2541,14,ped,123.7,5-комнатная,7,12,100238
2542,4,ped,170.0,4-комнатная,3,6,320000
2543,20,ped,158.1,8-комнатная,13,17,92699
2544,11,ped,260.0,4-комнатная,9,15,270000
2545,16,ped,325.0,6-комнатная,19,21,741154
2546,8,ped,155.6,6-комнатная,12,16,101127
2547,14,ped,121.2,5-комнатная,4,12,98212
2548,14,ped,135.9,5-комнатная,5,9,116704
2549,8,ped,350.0,7-комнатная,4,6,350000
2550,11,ped,125.0,4-комнатная,7,12,80000
2551,5,ped,162.0,4-комнатная,4,6,300000
2552,6,ped,190.0,4-комнатная,5,6,250000
2553,20,bus,250.0,5-комнатная,4,6,350000
2554,10,ped,125.0,4-комнатная,6,10,250000
2555,5,ped,156.0,4-комнатная,8,19,265000
2556,10,ped,162.0,4-комнатная,20,23,270000
2557,7,ped,200.0,4-комнатная,5,5,400000
2558,6,ped,97.0,4-комнатная,4,9,99500
2559,10,bus,185.3,6-комнатная,4,14,112075
2560,8,ped,154.5,6-комнатная,16,16,100412
2561,6,ped,170.0,4-комнатная,2,6,250000
2562,7,ped,117.7,5-комнатная,2,8,86617
2563,17,ped,95.0,4-комнатная,25,35,130000
2564,4,ped,206.0,4-комнатная,4,6,550000
2565,8,ped,170.0,5-комнатная,4,5,400000
2566,6,ped,150.0,4-комнатная,4,8,375000
2567,7,ped,200.0,4-комнатная,3,4,350000
2568,12,ped,130.0,4-комнатная,4,6,200000
2569,12,ped,124.5,5-комнатная,9,11,100886
2570,10,ped,112.0,4-комнатная,7,7,240000
2571,10,ped,216.0,4-комнатная,2,3,400000
2572,5,ped,256.0,4-комнатная,8,8,330000
2573,16,ped,135.3,5-комнатная,5,22,88193
2574,19,ped,208.0,5-комнатная,11,12,200000
2575,9,ped,185.0,4-комнатная,4,9,632692
2576,11,ped,100.0,4-комнатная,2,22,90000
2577,9,ped,250.0,4-комнатная,4,6,600000
2578,8,ped,205.0,5-комнатная,3,3,300000
2579,11,ped,229.0,5-комнатная,9,12,290000
2580,14,ped,301.0,6-комнатная,23,23,903846
2581,9,ped,214.0,5-комнатная,1,57,449000
2582,8,ped,140.0,4-комнатная,3,10,110000
2583,7,ped,117.7,5-комнатная,2,8,86617
2584,16,ped,160.0,4-комнатная,13,14,173500
2585,10,ped,146.0,4-комнатная,16,25,250000
2586,18,ped,70.0,4-комнатная,1,9,45000
2587,13,ped,360.0,4-комнатная,7,12,1000
2588,6,ped,203.0,5-комнатная,3,4,525000
2589,1,ped,150.0,4-комнатная,5,8,350000
2590,8,ped,190.0,6-комнатные,11,13,500000
2591,11,ped,145.0,4-комнатная,4,6,400000
2592,8,ped,144.0,4-комнатная,5,12,250000
2593,17,ped,131.0,4-комнатная,13,25,105000
2594,8,ped,126.0,4-комнатная,3,5,250000
2595,5,ped,225.0,4-комнатная,6,7,580000
2596,6,ped,124.0,4-комнатная,3,5,300000
2597,11,ped,135.0,4-комнатная,2,12,280000
2598,7,ped,530.0,5-комнатная,4,4,400000
2599,3,ped,92.0,4-комнатная,5,11,130000
2600,9,ped,480.0,6-комнатная,28,30,800000
2601,5,ped,136.0,4-комнатная,2,4,180000
2602,10,ped,700.0,7-комнатная,4,5,2500
2603,5,ped,150.0,4-комнатная,27,33,200000
2604,9,ped,150.0,4-комнатная,10,24,120000
2605,10,ped,340.0,4-комнатная,2,8,1400
2606,11,ped,140.0,4-комнатная,5,7,250000
2607,4,ped,170.0,4-комнатная,3,6,320000
2608,14,ped,117.8,4-комнатная,6,9,95457
2609,4,ped,210.0,5-комнатная,3,6,300000
2610,8,ped,169.0,4-комнатная,4,7,450000
2611,9,ped,136.0,4-комнатная,3,7,173000
2612,4,ped,180.0,4-комнатная,10,12,390000
2613,9,ped,160.0,4-комнатная,11,57,269000
2614,9,ped,160.0,4-комнатная,14,21,180000
2615,6,ped,266.0,5-комнатная,4,7,1100
2616,9,ped,213.0,4-комнатная,25,57,400000
2617,9,ped,220.0,4-комнатная,3,7,315000
2618,12,bus,100.0,4-комнатная,19,22,140000
2619,4,ped,110.0,4-комнатная,10,24,110000
2620,9,ped,295.0,6-комнатная,29,30,550000
2621,6,ped,158.9,5-комнатная,16,16,110290
2622,5,ped,154.0,4-комнатная,5,12,165000
2623,20,ped,330.0,7-комнатная,3,3,350000
2624,8,ped,300.0,6-комнатная,6,11,850000
2625,13,ped,142.0,4-комнатная,26,32,220000
2626,8,ped,175.0,4-комнатная,5,12,400000
2627,8,ped,240.0,5-комнатная,4,7,350000
2628,8,ped,150.0,5-комнатная,5,6,200000
2629,15,ped,84.0,4-комнатная,4,8,120000
2630,8,ped,260.0,5-комнатная,16,44,300000
2631,9,ped,254.0,5-комнатная,3,6,400000
2632,14,ped,84.1,4-комнатная,2,12,86076
2633,9,ped,480.0,6-комнатная,28,30,800000
2634,6,ped,124.0,4-комнатная,3,5,300000
2635,11,ped,176.0,4-комнатная,3,6,500000
2636,10,ped,230.0,4-комнатная,10,12,250000
2637,8,ped,180.0,5-комнатная,2,6,420000
2638,14,ped,257.0,4-комнатная,11,12,1500
2639,19,ped,115.2,4-комнатная,16,22,100800
2640,17,ped,194.7,6-комнатная,3,14,103288
2641,16,ped,136.6,5-комнатная,18,22,83428
2642,19,ped,113.9,4-комнатная,14,22,142375
2643,8,ped,145.0,4-комнатная,10,12,200000
2644,7,ped,335.0,6-комнатная,4,5,700000
2645,7,ped,180.0,4-комнатные,3,4,350000
2646,6,ped,208.0,4-комнатная,4,8,360000
2647,13,bus,200.0,4-комнатная,23,30,475000
2648,14,ped,108.8,4-комнатная,17,17,67057
2649,11,ped,215.0,5-комнатная,2,5,450000
2650,8,ped,140.0,4-комнатная,3,10,110000
2651,11,ped,110.0,4-комнатная,5,7,220000
2652,10,ped,215.0,6-комнатная,6,8,270000
2653,14,ped,108.3,4-комнатная,9,17,59240
2654,5,ped,310.0,6-комнатная,3,5,400000
2655,10,bus,185.3,6-комнатная,4,14,112075
2656,8,ped,308.0,5-комнатная,7,8,1500
2657,8,ped,162.0,4-комнатная,20,23,270000
2658,5,ped,157.0,4-комнатная,4,8,300000
2659,4,ped,170.0,4-комнатная,3,6,320000
2660,9,ped,154.0,4-комнатная,3,18,200000
2661,4,ped,232.0,4-комнатная,7,9,800000
2662,6,ped,170.0,4-комнатная,3,3,350000
2663,5,ped,200.0,5-комнатная,8,8,250000
2664,7,ped,200.0,4-комнатная,3,4,350000
2665,8,ped,120.0,4-комнатная,2,5,230000
2666,7,ped,175.0,4-комнатная,8,8,550000
2667,10,ped,143.0,4-комнатная,3,5,400000
2668,14,ped,170.0,4-комнатная,10,10,420000
2669,15,ped,238.0,5-комнатная,4,6,450000
2670,19,bus,415.0,6-комнатные,4,4,750000
2671,6,ped,164.1,5-комнатная,13,16,113899
2672,6,ped,190.0,4-комнатная,9,9,300000
2673,7,ped,150.0,4-комнатная,5,7,250000
2674,14,ped,507.0,5-комнатные,11,13,2500
2675,14,ped,126.0,4-комнатная,5,40,150000
2676,4,ped,121.0,4-комнатная,5,13,350000
2677,6,ped,171.0,4-комнатная,3,9,220000
2678,12,ped,133.0,4-комнатная,9,18,220000
2679,8,ped,150.0,4-комнатная,5,7,300000
2680,14,ped,170.0,4-комнатная,10,10,420000
2681,13,ped,360.0,4-комнатная,7,12,1000
2682,5,ped,225.0,4-комнатная,6,7,580000
2683,8,ped,155.6,6-комнатная,12,16,101127
2684,9,ped,150.0,4-комнатная,6,7,280000
2685,9,ped,180.0,4-комнатная,2,34,270000
2686,5,ped,143.0,4-комнатная,3,4,220000
2687,10,bus,229.8,8-комнатная,14,14,138990
2688,5,ped,168.0,4-комнатная,3,13,330000
2689,9,ped,178.0,5-комнатная,19,22,230000
2690,10,ped,300.0,6-комнатная,11,26,250000
2691,9,ped,336.0,6-комнатная,4,5,480000
2692,6,ped,146.0,4-комнатная,4,6,300000
2693,10,ped,160.0,5-комнатная,6,9,150000
2694,4,ped,180.0,4-комнатная,8,8,270000
2695,8,ped,170.0,5-комнатная,4,5,400000
2696,6,ped,285.0,6-комнатная,4,5,370000
2697,7,ped,210.0,7-комнатная,18,19,800000
2698,9,ped,160.0,4-комнатная,3,4,230000
2699,7,ped,530.0,6-комнатная,4,4,390000
2700,11,ped,230.0,4-комнатная,4,8,450000
2701,10,ped,160.0,4-комнатная,3,6,380000
2702,9,ped,101.0,4-комнатные,16,19,239000
2703,9,ped,200.0,4-комнатная,23,37,380000
2704,8,ped,300.0,6-комнатная,7,8,490000
2705,10,ped,162.0,4-комнатная,20,23,270000
2706,13,ped,360.0,4-комнатная,7,12,1000
2707,10,ped,250.0,5-комнатная,11,13,300000
2708,11,ped,100.0,4-комнатная,2,7,190000
2709,4,ped,170.0,4-комнатная,3,5,340000
2710,8,ped,130.0,4-комнатная,3,4,250000
2711,4,ped,185.0,5-комнатная,4,6,350000
2712,6,ped,220.0,5-комнатная,5,8,300000
